date,Approve,Disapprove
2011-10-25,44.2,50.7
2011-10-26,43.8,51.0
2011-10-27,43.9,50.6
2011-10-28,44.0,50.4
2011-10-29,44.1,50.6
2011-10-30,44.3,50.6
2011-10-31,44.1,50.7
2011-11-01,44.0,50.9
2011-11-02,45.0,49.6
2011-11-03,45.2,49.2
2011-11-04,45.0,50.6
2011-11-05,45.4,50.6
2011-11-06,45.2,50.4
2011-11-07,45.3,50.7
2011-11-08,45.1,50.7
2011-11-09,45.0,50.7
2011-11-10,44.9,50.4
2011-11-11,45.0,50.7
2011-11-12,44.8,50.3
2011-11-13,45.2,50.2
2011-11-14,45.3,50.0
2011-11-15,45.4,50.5
2011-11-16,44.7,50.8
2011-11-17,43.6,50.2
2011-11-18,43.7,49.8
2011-11-19,43.9,49.4
2011-11-20,44.5,49.0
2011-11-21,44.3,49.1
2011-11-22,44.0,49.5
2011-11-23,43.4,49.9
2011-11-24,43.4,49.9
2011-11-25,43.4,50.0
2011-11-26,43.7,49.8
2011-11-27,43.7,49.8
2011-11-28,43.6,50.6
2011-11-29,43.4,51.2
2011-11-30,43.2,51.4
2011-12-01,43.0,51.6
2011-12-02,43.0,51.4
2011-12-03,43.2,51.4
2011-12-04,43.4,51.0
2011-12-05,43.8,50.8
2011-12-06,43.2,51.4
2011-12-07,43.2,51.4
2011-12-08,43.4,51.4
2011-12-09,43.6,51.4
2011-12-10,43.5,50.8
2011-12-11,44.0,50.0
2011-12-12,44.5,49.3
2011-12-13,45.2,48.2
2011-12-14,45.1,48.1
2011-12-15,45.1,48.3
2011-12-16,45.0,49.0
2011-12-17,44.9,49.3
2011-12-18,44.9,49.3
2011-12-19,45.8,50.0
2011-12-20,46.5,49.7
2011-12-21,46.6,48.7
2011-12-22,46.9,48.4
2011-12-23,46.7,48.6
2011-12-24,46.7,48.6
2011-12-25,46.7,48.6
2011-12-26,47.1,48.1
2011-12-27,47.6,47.8
2011-12-28,46.8,48.2
2011-12-29,46.2,48.8
2011-12-30,46.4,48.2
2011-12-31,46.8,47.8
2012-01-01,46.8,47.8
2012-01-02,46.8,47.8
2012-01-03,47.2,47.8
2012-01-04,47.6,47.6
2012-01-05,47.2,47.8
2012-01-06,47.2,47.6
2012-01-07,47.2,47.6
2012-01-08,47.2,47.6
2012-01-09,47.0,49.3
2012-01-10,44.5,50.3
2012-01-11,45.3,49.8
2012-01-12,45.5,49.0
2012-01-13,45.6,48.6
2012-01-14,45.4,49.2
2012-01-15,45.4,49.2
2012-01-16,45.9,49.0
2012-01-17,46.0,48.8
2012-01-18,45.9,48.3
2012-01-19,46.0,48.3
2012-01-20,46.0,48.3
2012-01-21,46.0,48.3
2012-01-22,45.7,48.4
2012-01-23,45.9,48.3
2012-01-24,46.0,48.3
2012-01-25,46.3,48.1
2012-01-26,46.1,48.3
2012-01-27,46.0,48.3
2012-01-28,46.5,47.9
2012-01-29,46.8,47.6
2012-01-30,47.0,47.4
2012-01-31,47.0,47.5
2012-02-01,46.5,47.9
2012-02-02,46.5,47.9
2012-02-03,46.3,48.1
2012-02-04,46.5,47.8
2012-02-05,47.3,46.8
2012-02-06,48.5,46.5
2012-02-07,48.6,47.4
2012-02-08,48.6,47.4
2012-02-09,49.0,47.0
2012-02-10,48.8,46.8
2012-02-11,48.8,46.8
2012-02-12,48.0,47.2
2012-02-13,48.4,47.0
2012-02-14,48.7,46.2
2012-02-15,48.8,46.4
2012-02-16,48.5,46.9
2012-02-17,48.8,47.0
2012-02-18,49.0,46.8
2012-02-19,48.9,46.8
2012-02-20,48.6,46.6
2012-02-21,48.6,46.8
2012-02-22,48.9,46.8
2012-02-23,48.5,47.2
2012-02-24,48.1,46.9
2012-02-25,47.9,46.9
2012-02-26,47.6,47.1
2012-02-27,48.1,48.1
2012-02-28,48.1,48.4
2012-02-29,48.6,48.3
2012-03-01,48.7,48.1
2012-03-02,48.9,48.1
2012-03-03,48.7,48.0
2012-03-04,48.7,48.0
2012-03-05,48.1,48.0
2012-03-06,48.3,47.6
2012-03-07,48.6,47.3
2012-03-08,49.1,46.9
2012-03-09,49.2,47.2
2012-03-10,48.8,47.4
2012-03-11,47.5,48.3
2012-03-12,46.6,47.4
2012-03-13,47.2,47.8
2012-03-14,47.1,46.9
2012-03-15,46.8,47.3
2012-03-16,46.9,47.1
2012-03-17,46.9,47.1
2012-03-18,47.1,46.9
2012-03-19,47.5,46.5
2012-03-20,47.5,46.5
2012-03-21,47.0,46.8
2012-03-22,46.9,47.0
2012-03-23,47.0,46.9
2012-03-24,47.1,46.8
2012-03-25,46.9,46.8
2012-03-26,47.1,46.8
2012-03-27,47.1,46.9
2012-03-28,47.7,46.5
2012-03-29,47.3,46.9
2012-03-30,47.7,47.0
2012-03-31,47.3,47.5
2012-04-01,47.8,46.7
2012-04-02,48.0,46.5
2012-04-03,48.0,46.5
2012-04-04,47.8,47.0
2012-04-05,48.2,47.0
2012-04-06,48.5,46.3
2012-04-07,48.3,46.5
2012-04-08,48.3,46.5
2012-04-09,48.0,46.5
2012-04-10,48.0,47.0
2012-04-11,48.4,46.6
2012-04-12,47.8,47.0
2012-04-13,47.7,47.2
2012-04-14,47.3,47.7
2012-04-15,47.2,48.0
2012-04-16,47.3,48.2
2012-04-17,47.1,48.0
2012-04-18,47.3,47.3
2012-04-19,47.6,47.0
2012-04-20,47.5,47.0
2012-04-21,47.6,47.0
2012-04-22,47.4,47.1
2012-04-23,48.1,47.3
2012-04-24,48.3,47.1
2012-04-25,47.9,47.6
2012-04-26,48.1,47.4
2012-04-27,48.0,47.4
2012-04-28,48.0,47.5
2012-04-29,47.8,47.6
2012-04-30,47.6,48.0
2012-05-01,47.8,47.9
2012-05-02,48.1,47.5
2012-05-03,48.1,47.3
2012-05-04,47.9,47.4
2012-05-05,47.6,47.6
2012-05-06,47.3,48.0
2012-05-07,47.1,48.0
2012-05-08,47.3,47.9
2012-05-09,47.3,47.9
2012-05-10,47.4,47.9
2012-05-11,48.2,48.5
2012-05-12,48.0,48.7
2012-05-13,48.0,48.5
2012-05-14,48.3,48.6
2012-05-15,48.0,48.5
2012-05-16,48.3,48.3
2012-05-17,48.4,48.1
2012-05-18,48.7,48.0
2012-05-19,48.6,47.9
2012-05-20,48.9,47.6
2012-05-21,49.0,47.6
2012-05-22,48.7,47.6
2012-05-23,48.7,47.6
2012-05-24,48.2,47.8
2012-05-25,48.0,47.8
2012-05-26,48.2,47.4
2012-05-27,48.2,47.4
2012-05-28,48.2,47.4
2012-05-29,48.4,47.2
2012-05-30,48.0,47.4
2012-05-31,48.0,47.4
2012-06-01,48.2,47.8
2012-06-02,48.0,48.0
2012-06-03,47.3,48.7
2012-06-04,47.8,48.2
2012-06-05,47.4,47.4
2012-06-06,47.7,47.3
2012-06-07,47.4,47.3
2012-06-08,47.6,47.1
2012-06-09,47.6,47.0
2012-06-10,48.2,47.7
2012-06-11,48.3,47.7
2012-06-12,48.1,48.1
2012-06-13,47.9,48.1
2012-06-14,47.7,48.4
2012-06-15,47.4,48.6
2012-06-16,47.6,48.6
2012-06-17,47.3,48.9
2012-06-18,47.4,48.6
2012-06-19,47.1,48.7
2012-06-20,48.3,48.0
2012-06-21,47.9,47.8
2012-06-22,47.7,47.7
2012-06-23,47.9,47.4
2012-06-24,48.5,47.7
2012-06-25,48.2,47.8
2012-06-26,48.1,47.6
2012-06-27,47.9,47.7
2012-06-28,48.0,46.9
2012-06-29,47.9,47.5
2012-06-30,48.0,47.6
2012-07-01,47.9,47.7
2012-07-02,47.7,48.1
2012-07-03,47.7,48.1
2012-07-04,47.8,48.3
2012-07-05,47.6,48.3
2012-07-06,47.3,48.3
2012-07-07,47.7,48.0
2012-07-08,47.4,48.3
2012-07-09,47.0,48.6
2012-07-10,46.7,48.9
2012-07-11,46.9,48.6
2012-07-12,47.0,48.8
2012-07-13,47.3,48.8
2012-07-14,47.3,48.4
2012-07-15,47.3,48.4
2012-07-16,47.3,48.3
2012-07-17,47.2,48.4
2012-07-18,46.8,47.8
2012-07-19,46.9,47.9
2012-07-20,47.0,47.6
2012-07-21,47.0,47.8
2012-07-22,47.1,47.6
2012-07-23,46.9,47.9
2012-07-24,47.0,47.9
2012-07-25,47.1,47.9
2012-07-26,47.3,47.8
2012-07-27,47.2,48.0
2012-07-28,47.1,48.1
2012-07-29,47.1,47.9
2012-07-30,47.5,47.5
2012-07-31,47.4,47.5
2012-08-01,47.4,47.8
2012-08-02,47.0,48.0
2012-08-03,46.9,48.0
2012-08-04,47.0,47.9
2012-08-05,47.1,47.6
2012-08-06,47.5,47.4
2012-08-07,47.8,47.4
2012-08-08,47.9,47.4
2012-08-09,47.8,47.6
2012-08-10,47.3,48.3
2012-08-11,47.0,48.3
2012-08-12,47.5,48.5
2012-08-13,48.0,48.4
2012-08-14,48.4,48.4
2012-08-15,48.0,48.8
2012-08-16,48.0,48.8
2012-08-17,48.0,48.8
2012-08-18,48.0,48.7
2012-08-19,48.5,48.3
2012-08-20,48.7,48.0
2012-08-21,48.2,48.5
2012-08-22,48.3,48.9
2012-08-23,48.0,48.9
2012-08-24,48.1,48.6
2012-08-25,48.0,48.4
2012-08-26,47.9,48.3
2012-08-27,47.9,48.3
2012-08-28,47.6,48.4
2012-08-29,47.7,48.6
2012-08-30,47.7,48.7
2012-08-31,47.8,48.6
2012-09-01,47.4,48.9
2012-09-02,47.1,49.0
2012-09-03,47.2,49.2
2012-09-04,47.2,48.8
2012-09-05,47.3,48.8
2012-09-06,47.5,48.8
2012-09-07,48.0,48.5
2012-09-08,48.5,47.7
2012-09-09,49.2,47.4
2012-09-10,49.2,47.4
2012-09-11,49.6,47.2
2012-09-12,49.8,46.7
2012-09-13,49.1,47.3
2012-09-14,49.0,47.4
2012-09-15,49.1,47.4
2012-09-16,49.4,47.1
2012-09-17,49.3,47.3
2012-09-18,49.2,47.4
2012-09-19,49.6,47.4
2012-09-20,49.6,47.4
2012-09-21,49.9,47.3
2012-09-22,49.8,47.1
2012-09-23,50.0,46.9
2012-09-24,50.0,46.9
2012-09-25,49.8,47.0
2012-09-26,49.9,47.0
2012-09-27,49.9,47.3
2012-09-28,49.9,47.4
2012-09-29,49.6,47.7
2012-09-30,49.3,47.3
2012-10-01,48.9,48.0
2012-10-02,48.8,48.5
2012-10-03,49.2,48.0
2012-10-04,49.7,47.7
2012-10-05,49.6,47.7
2012-10-06,49.3,48.0
2012-10-07,49.1,48.1
2012-10-08,49.7,47.8
2012-10-09,49.7,47.7
2012-10-10,49.7,47.7
2012-10-11,49.8,47.6
2012-10-12,49.8,47.6
2012-10-13,49.4,48.0
2012-10-14,49.0,48.6
2012-10-15,49.2,48.2
2012-10-16,49.2,48.0
2012-10-17,49.4,47.8
2012-10-18,49.4,47.8
2012-10-19,49.4,48.2
2012-10-20,49.0,48.4
2012-10-21,49.3,48.0
2012-10-22,49.3,46.8
2012-10-23,49.5,46.8
2012-10-24,49.8,46.3
2012-10-25,49.3,47.3
2012-10-26,48.7,47.7
2012-10-27,48.3,48.1
2012-10-28,48.7,47.9
2012-10-29,49.8,48.0
2012-10-30,49.7,47.4
2012-10-31,49.8,47.3
2012-11-01,49.8,47.3
2012-11-02,49.9,47.3
2012-11-03,50.0,47.0
2012-11-04,49.9,47.4
2012-11-05,50.0,47.2
2012-11-06,50.1,47.1
2012-11-07,50.1,47.1
2012-11-08,50.0,46.9
2012-11-09,49.9,47.1
2012-11-10,50.2,46.7
2012-11-11,50.3,46.6
2012-11-12,50.9,46.7
2012-11-13,51.0,46.4
2012-11-14,51.0,46.4
2012-11-15,50.9,46.6
2012-11-16,50.8,46.8
2012-11-17,50.8,46.7
2012-11-18,51.0,46.5
2012-11-19,50.8,46.7
2012-11-20,51.3,46.5
2012-11-21,50.8,46.8
2012-11-22,50.8,46.8
2012-11-23,50.7,46.7
2012-11-24,50.7,46.7
2012-11-25,50.8,46.3
2012-11-26,51.2,46.2
2012-11-27,51.2,46.0
2012-11-28,51.0,46.3
2012-11-29,50.8,46.7
2012-11-30,51.0,46.5
2012-12-01,51.0,46.3
2012-12-02,51.0,46.3
2012-12-03,51.8,45.5
2012-12-04,52.2,45.2
2012-12-05,51.8,45.8
2012-12-06,51.6,44.6
2012-12-07,53.0,43.0
2012-12-08,53.7,42.3
2012-12-09,53.7,42.5
2012-12-10,53.6,42.7
2012-12-11,53.6,42.6
2012-12-12,53.2,42.6
2012-12-13,52.9,42.8
2012-12-14,52.9,42.9
2012-12-15,52.9,42.9
2012-12-16,53.0,42.9
2012-12-17,52.8,43.0
2012-12-18,53.0,42.4
2012-12-19,53.8,41.5
2012-12-20,53.7,41.8
2012-12-21,53.7,41.8
2012-12-22,54.0,41.6
2012-12-23,53.8,41.8
2012-12-24,53.8,41.8
2012-12-25,53.8,41.8
2012-12-26,53.8,41.8
2012-12-27,53.6,42.0
2012-12-28,53.2,42.2
2012-12-29,53.2,42.2
2012-12-30,53.4,42.1
2012-12-31,53.4,42.2
2013-01-01,53.4,42.1
2013-01-02,53.4,42.0
2013-01-03,53.4,42.1
2013-01-04,53.1,42.2
2013-01-05,53.1,42.2
2013-01-06,53.1,42.3
2013-01-07,53.1,42.2
2013-01-08,53.2,42.0
2013-01-09,53.3,42.2
2013-01-10,53.2,42.3
2013-01-11,53.0,42.6
2013-01-12,53.2,42.3
2013-01-13,53.2,42.3
2013-01-14,53.0,42.3
2013-01-15,53.0,42.3
2013-01-16,53.4,42.4
2013-01-17,52.8,43.0
2013-01-18,52.3,42.9
2013-01-19,51.8,43.3
2013-01-20,52.2,43.1
2013-01-21,52.1,43.1
2013-01-22,52.2,43.0
2013-01-23,52.4,42.8
2013-01-24,52.2,43.1
2013-01-25,52.3,42.9
2013-01-26,52.2,42.9
2013-01-27,52.3,42.8
2013-01-28,52.2,43.2
2013-01-29,52.1,43.2
2013-01-30,52.0,43.1
2013-01-31,52.3,42.8
2013-02-01,52.5,42.8
2013-02-02,52.4,42.9
2013-02-03,52.2,43.0
2013-02-04,52.3,42.9
2013-02-05,52.2,42.9
2013-02-06,51.7,43.4
2013-02-07,51.4,43.7
2013-02-08,51.1,43.8
2013-02-09,51.1,43.6
2013-02-10,51.1,43.8
2013-02-11,51.4,43.5
2013-02-12,51.0,42.7
2013-02-13,51.2,42.7
2013-02-14,50.7,42.8
2013-02-15,50.3,43.3
2013-02-16,50.3,43.3
2013-02-17,50.2,43.5
2013-02-18,50.8,43.0
2013-02-19,50.5,43.2
2013-02-20,50.9,42.4
2013-02-21,50.6,42.6
2013-02-22,50.7,42.6
2013-02-23,51.0,42.6
2013-02-24,51.0,42.6
2013-02-25,51.1,42.3
2013-02-26,50.8,42.9
2013-02-27,50.8,42.8
2013-02-28,50.9,43.1
2013-03-01,50.9,43.6
2013-03-02,50.3,44.0
2013-03-03,50.0,44.1
2013-03-04,50.0,44.1
2013-03-05,50.4,44.0
2013-03-06,49.2,45.4
2013-03-07,48.3,45.8
2013-03-08,48.7,45.5
2013-03-09,48.7,45.5
2013-03-10,48.8,45.3
2013-03-11,48.7,45.5
2013-03-12,48.3,45.7
2013-03-13,48.5,46.1
2013-03-14,48.3,46.3
2013-03-15,48.2,46.6
2013-03-16,48.2,46.4
2013-03-17,48.2,46.3
2013-03-18,48.3,46.6
2013-03-19,48.5,47.3
2013-03-20,48.3,47.3
2013-03-21,48.0,47.4
2013-03-22,48.0,47.4
2013-03-23,48.0,47.3
2013-03-24,48.1,47.3
2013-03-25,48.0,47.4
2013-03-26,48.0,47.4
2013-03-27,47.8,47.0
2013-03-28,48.0,46.8
2013-03-29,47.9,47.0
2013-03-30,47.8,47.1
2013-03-31,47.6,47.2
2013-04-01,47.8,47.2
2013-04-02,47.3,47.6
2013-04-03,47.6,47.0
2013-04-04,47.8,47.1
2013-04-05,48.0,47.0
2013-04-06,48.0,46.9
2013-04-07,48.1,46.5
2013-04-08,48.4,46.3
2013-04-09,48.4,46.0
2013-04-10,48.3,46.3
2013-04-11,48.6,46.4
2013-04-12,48.9,46.6
2013-04-13,48.7,46.7
2013-04-14,48.7,46.4
2013-04-15,49.0,46.3
2013-04-16,49.4,46.8
2013-04-17,49.0,46.8
2013-04-18,48.8,47.2
2013-04-19,49.3,47.2
2013-04-20,49.5,46.8
2013-04-21,50.0,46.5
2013-04-22,49.3,47.0
2013-04-23,49.0,47.3
2013-04-24,48.5,47.8
2013-04-25,48.4,47.1
2013-04-26,48.5,47.1
2013-04-27,48.5,47.1
2013-04-28,48.5,46.9
2013-04-29,48.5,46.9
2013-04-30,48.3,46.7
2013-05-01,48.2,46.8
2013-05-02,48.0,47.0
2013-05-03,47.9,46.6
2013-05-04,48.3,46.3
2013-05-05,48.4,46.1
2013-05-06,48.4,46.3
2013-05-07,48.0,46.7
2013-05-08,48.6,46.3
2013-05-09,48.4,46.1
2013-05-10,48.8,45.6
2013-05-11,48.8,45.6
2013-05-12,48.8,45.8
2013-05-13,48.6,46.1
2013-05-14,48.6,46.1
2013-05-15,47.6,46.4
2013-05-16,47.8,46.4
2013-05-17,48.0,46.0
2013-05-18,48.7,45.8
2013-05-19,49.0,46.5
2013-05-20,48.7,46.8
2013-05-21,48.3,47.6
2013-05-22,48.3,48.0
2013-05-23,48.4,47.8
2013-05-24,48.5,47.4
2013-05-25,48.4,47.5
2013-05-26,48.3,47.6
2013-05-27,48.4,47.5
2013-05-28,48.3,47.9
2013-05-29,48.6,47.6
2013-05-30,48.1,48.4
2013-05-31,47.7,48.6
2013-06-01,47.1,48.9
2013-06-02,46.7,49.3
2013-06-03,46.6,49.3
2013-06-04,47.1,48.7
2013-06-05,47.4,48.1
2013-06-06,47.8,47.1
2013-06-07,47.5,47.4
2013-06-08,47.5,47.3
2013-06-09,47.3,47.4
2013-06-10,47.1,47.4
2013-06-11,47.0,47.5
2013-06-12,46.4,48.3
2013-06-13,46.6,48.3
2013-06-14,46.6,48.3
2013-06-15,47.0,47.8
2013-06-16,46.6,47.8
2013-06-17,46.4,48.3
2013-06-18,45.9,49.6
2013-06-19,46.0,49.0
2013-06-20,45.8,49.3
2013-06-21,45.6,49.1
2013-06-22,45.6,49.0
2013-06-23,46.0,48.8
2013-06-24,46.0,48.9
2013-06-25,45.9,48.8
2013-06-26,46.0,48.5
2013-06-27,46.4,48.3
2013-06-28,46.1,48.8
2013-06-29,46.0,48.9
2013-06-30,45.6,49.3
2013-07-01,45.8,49.3
2013-07-02,45.3,49.2
2013-07-03,45.3,48.8
2013-07-04,45.3,48.8
2013-07-05,45.3,48.5
2013-07-06,45.3,48.8
2013-07-07,45.2,49.2
2013-07-08,45.3,49.5
2013-07-09,45.5,50.3
2013-07-10,44.8,50.8
2013-07-11,44.6,49.8
2013-07-12,45.2,49.4
2013-07-13,45.4,48.8
2013-07-14,45.6,48.6
2013-07-15,45.2,49.0
2013-07-16,45.2,49.2
2013-07-17,45.8,49.4
2013-07-18,45.4,49.8
2013-07-19,45.6,49.6
2013-07-20,45.6,49.4
2013-07-21,45.8,49.0
2013-07-22,45.6,49.2
2013-07-23,45.4,48.9
2013-07-24,45.2,48.8
2013-07-25,45.3,48.8
2013-07-26,45.2,48.9
2013-07-27,45.1,49.0
2013-07-28,44.8,49.2
2013-07-29,44.7,49.3
2013-07-30,44.9,49.1
2013-07-31,45.4,48.9
2013-08-01,45.4,48.9
2013-08-02,45.3,48.8
2013-08-03,45.5,48.6
2013-08-04,45.2,48.8
2013-08-05,45.2,49.3
2013-08-06,45.1,49.3
2013-08-07,44.8,49.8
2013-08-08,44.2,50.3
2013-08-09,44.0,50.3
2013-08-10,43.6,51.0
2013-08-11,43.6,51.1
2013-08-12,43.9,50.9
2013-08-13,43.8,51.2
2013-08-14,43.8,51.0
2013-08-15,44.2,50.7
2013-08-16,44.2,50.5
2013-08-17,44.5,50.2
2013-08-18,44.7,50.2
2013-08-19,44.8,50.0
2013-08-20,44.5,50.3
2013-08-21,44.5,50.5
2013-08-22,44.7,50.3
2013-08-23,44.7,50.2
2013-08-24,44.7,50.2
2013-08-25,44.2,50.8
2013-08-26,44.0,50.7
2013-08-27,43.8,50.5
2013-08-28,44.2,50.6
2013-08-29,44.2,50.0
2013-08-30,44.2,50.4
2013-08-31,44.2,50.2
2013-09-01,44.4,50.2
2013-09-02,43.8,50.4
2013-09-03,43.6,50.4
2013-09-04,44.0,50.8
2013-09-05,44.4,50.8
2013-09-06,44.2,50.8
2013-09-07,44.0,50.8
2013-09-08,43.8,51.0
2013-09-09,43.5,50.9
2013-09-10,43.5,51.1
2013-09-11,43.6,51.0
2013-09-12,43.5,51.1
2013-09-13,43.5,51.0
2013-09-14,43.5,50.9
2013-09-15,43.5,51.0
2013-09-16,43.9,50.6
2013-09-17,44.0,50.6
2013-09-18,44.2,50.6
2013-09-19,44.1,50.6
2013-09-20,44.1,50.6
2013-09-21,43.9,50.5
2013-09-22,44.2,50.5
2013-09-23,43.9,50.7
2013-09-24,44.3,50.5
2013-09-25,44.2,50.5
2013-09-26,44.2,50.8
2013-09-27,43.8,51.2
2013-09-28,43.5,51.3
2013-09-29,44.0,51.0
2013-09-30,44.1,51.0
2013-10-01,44.5,50.6
2013-10-02,44.3,50.6
2013-10-03,43.9,50.9
2013-10-04,43.7,50.7
2013-10-05,43.7,50.9
2013-10-06,44.1,50.3
2013-10-07,44.3,50.3
2013-10-08,44.8,49.8
2013-10-09,44.3,50.4
2013-10-10,44.4,50.1
2013-10-11,44.7,50.1
2013-10-12,44.6,50.3
2013-10-13,44.4,50.4
2013-10-14,44.2,50.6
2013-10-15,44.1,50.3
2013-10-16,43.3,51.4
2013-10-17,43.4,51.3
2013-10-18,43.6,51.1
2013-10-19,43.7,51.2
2013-10-20,43.9,51.0
2013-10-21,43.7,51.3
2013-10-22,44.2,51.0
2013-10-23,44.3,50.8
2013-10-24,45.1,50.5
2013-10-25,45.0,50.8
2013-10-26,44.9,50.8
2013-10-27,45.0,50.8
2013-10-28,45.0,50.9
